Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1995:Q1,RemainingTop1,13.7,7.4,7.4,7.1,17.1,11.4,25.8,25,24.5,26.3,11.7,9,20.3,31.5,10.9,3.7,12.4,2.4,29.6,6.5,3.7,3.7,3.9,1,14.2,12.6,10.8,15.4,885676,
1995:Q1,Next9,32,24.8,26.4,19.6,35.7,35.1,40.3,26.5,28.1,22.2,17.7,10.3,42.2,32.8,23,49.9,38,46.4,29.8,22.3,15.4,15.3,17.6,7.2,13.1,20.7,23.5,34.7,8857891,
1995:Q1,Next40,36.4,46.8,48.3,41.4,31,41.8,19,13.8,13.5,14.8,7.3,3.7,19.3,16.1,48.5,43.5,39,48,17.2,47.1,42.8,42.7,45.9,36.2,36.3,26.9,48.9,35.4,39381540,
1995:Q1,Bottom50,8.3,17.1,15.1,24.2,3.6,6,1.5,1.6,2,0.6,0.9,0.5,2.3,1.6,13,2.5,9.2,2.9,1.6,21.7,37.5,37.6,32.2,55.4,29.7,34.3,13.2,3.4,49237566,
1995:Q2,TopPt1,9.7,3.7,2.7,7.3,12.8,6.1,14.1,33.9,32.6,37.7,64.7,79.1,16.2,18.4,4.9,0.4,1.4,0.2,22,2.4,0.6,0.6,0.5,0.1,6.3,5.6,3.7,11.2,98646,
1995:Q2,RemainingTop1,13.9,7.2,7.2,7.2,17.4,11.7,26,24.8,24.5,25.7,10.8,8,20.4,31.8,11.5,3.5,12.4,2.6,30,6.6,3.7,3.7,4,1,14.4,12.2,11.4,15.6,887844,
1995:Q2,Next9,31.5,24.3,25.6,20,35.3,34.7,40,26.1,27.2,23,16.4,9.1,41.3,32.6,22.3,50.8,37.5,45.6,29.3,22,15,14.9,17.2,7.2,11.8,19.3,22.6,34.3,8881879,
1995:Q2,Next40,36.4,46.9,48.6,41.3,30.9,41.5,18.4,13.5,13.6,13.1,7.1,3.4,19.6,15.7,48.3,42.9,39.2,48.6,17.1,47.1,42.5,42.5,45.6,36.2,37.8,26.9,48.9,35.4,39491242,
1995:Q2,Bottom50,8.5,17.8,15.9,24.3,3.6,6,1.5,1.6,2.1,0.5,1,0.5,2.5,1.5,13,2.4,9.3,2.9,1.7,22,38.1,38.2,32.8,55.5,29.7,36,13.3,3.6,49373668,
1995:Q3,TopPt1,10,3.7,2.6,7.1,13.2,6.4,14.3,35,33.4,39.3,67,81.5,16.6,18.8,5,0.4,1.5,0.2,22.3,2.4,0.7,0.6,0.5,0.1,5.9,5.5,3.9,11.5,99263,13487267
1995:Q3,RemainingTop1,14.2,7.1,7,7.2,17.7,11.8,26.3,24.7,24.4,25.4,10.1,7.1,20.5,31.9,11.9,3.4,12.4,2.8,30.4,6.7,3.7,3.7,4,1,14.5,11.6,12,15.9,889994,2739237
1995:Q3,Next9,31.1,23.9,25.1,20.2,34.8,34.4,39.9,25.1,26.4,22,15.1,7.9,40.4,32.5,21.5,51.4,37.1,44.8,28.8,21.7,14.7,14.7,17,7.3,10.6,18.7,21.7,33.9,8906301,623978
1995:Q3,Next40,36.1,46.7,48.4,41.1,30.7,41.4,18,13.5,13.7,12.8,6.8,3.1,19.9,15.2,48.4,42.5,39.5,49.2,16.8,47,42.3,42.3,45.3,36.3,39.3,26.9,48.9,35,39602912,82890
1995:Q3,Bottom50,8.6,18.6,16.9,24.4,3.6,5.9,1.5,1.7,2.1,0.5,1,0.5,2.7,1.5,13.2,2.4,9.4,2.9,1.7,22.2,38.6,38.7,33.2,55.3,29.7,37.3,13.4,3.6,49511963,
1995:Q4,TopPt1,10.1,3.7,2.7,7,13.2,6.4,13.9,34.7,33,38.8,65.2,78.5,15.9,19.2,4.8,0.4,1.5,0.3,22.1,2.4,0.7,0.7,0.5,0.2,6.3,6.3,3.8,11.6,99935,
1995:Q4,RemainingTop1,14.2,7.2,7.2,7.2,17.7,11.8,26.1,24.9,24.8,25.2,10.4,7.6,21,31.1,11.5,3.6,12.6,3,30,6.6,3.8,3.8,4.1,1,14,12.1,11.8,15.9,892130,
1995:Q4,Next9,31.3,24.1,25.2,20.3,34.9,34.1,40,24.7,26.5,20.7,16.4,10,40.3,32.8,22.1,51.6,36.3,44.9,29.2,21.8,14.9,14.9,17,7.8,11.3,19.8,22.3,34,8931183,
1995:Q4,Next40,35.9,46.7,48.3,41.3,30.6,41.8,18.6,14,13.7,14.6,7,3.5,20.2,15.3,48.6,42.1,40.3,48.9,17,47.1,42.4,42.4,45.5,36.5,40.6,26.4,48.9,34.9,39716621,
1995:Q4,Bottom50,8.5,18.4,16.6,24.2,3.6,6,1.4,1.6,2,0.6,1,0.5,2.7,1.5,13,2.3,9.3,2.9,1.7,22,38.2,38.3,32.8,54.5,27.8,35.4,13.2,3.5,49652531,
1996:Q1,TopPt1,10,3.7,2.7,7.1,13.1,6.4,14.3,34.4,32.5,38.5,63.7,76.1,15.2,19.3,4.5,0.3,1.6,0.3,21.9,2.4,0.8,0.7,0.5,0.2,7.2,6.7,3.7,11.6,100650,
1996:Q1,RemainingTop1,14.2,7.2,7.3,7.1,17.6,11.7,25.7,25.1,25.2,24.9,11.3,8.7,21.5,30.5,10.9,3.8,12.7,3.1,29.5,6.6,3.9,3.8,4.2,1,12.3,12.1,11.5,15.9,894259,
1996:Q1,Next9,31.4,24.3,25.5,20.2,35,33.7,39.7,25,26.7,21.3,17,11,40.1,33,22.6,51.8,35.5,45.1,29.6,22,15.2,15.1,17.1,7.8,11.7,22.5,22.9,34.1,8956492,
1996:Q1,Next40,36,46.8,48.4,41.5,30.7,42,18.9,14,13.7,14.7,7.1,3.7,20.5,15.6,49.1,41.7,41.1,48.6,17.2,47.1,42.4,42.3,45.7,36.1,41.1,25.8,48.9,35,39832161,
1996:Q1,Bottom50,8.3,18,16.2,24.1,3.6,6.1,1.4,1.6,2,0.6,0.9,0.5,2.7,1.6,12.9,2.3,9.1,3,1.8,21.9,37.8,37.9,32.5,54.9,27.7,32.9,13,3.5,49795168,
1996:Q2,TopPt1,10,3.6,2.6,6.7,13.1,6.3,13,34.3,32.6,38.1,62.6,74.9,14.5,19.4,4.3,0.4,1.6,0.3,21.7,2.4,0.8,0.8,0.5,0.2,7.6,7.4,3.5,11.5,101394,
1996:Q2,RemainingTop1,14.2,7.3,7.3,7.1,17.5,11.6,25.7,25.1,25.3,24.6,13.3,11.1,22,29.9,10.5,4,12.8,3.2,29.1,6.6,3.9,3.9,4.2,1,11.8,12.5,11.3,15.9,896390,
1996:Q2,Next9,31.5,24.3,25.4,20.5,35,33.5,40.1,25,26.7,21.3,16.3,10.3,39.9,33.2,23.2,52,34.7,45.3,29.9,22.1,15.5,15.4,17.4,8.2,12.3,23.8,23.5,34.2,8982180,
1996:Q2,Next40,36.1,47,48.6,41.7,30.7,42.4,19.8,14.1,13.6,15.2,6.9,3.3,20.9,15.9,49.3,41.4,41.8,48.3,17.4,47.1,42.5,42.5,45.9,36.1,42.2,25.4,48.9,35,39949251,
1996:Q2,Bottom50,8.3,17.9,16.1,23.9,3.6,6.2,1.4,1.5,1.9,0.7,0.9,0.4,2.7,1.6,12.7,2.3,9,3,1.8,21.8,37.3,37.4,32,54.6,26.1,31,12.8,3.4,49939600,
1996:Q3,TopPt1,9.9,3.6,2.7,6.5,13,6.2,12.6,34.1,32.6,37.8,61.3,73.2,13.7,19.3,4.1,0.4,1.7,0.3,21.6,2.4,0.9,0.9,0.5,0.2,8.1,8.1,3.4,11.4,102157,
1996:Q3,RemainingTop1,14.1,7.3,7.4,7.1,17.4,11.5,25.5,25.1,25.5,24.1,15.3,13.5,22.6,29.5,10.1,4.2,13,3.3,28.7,6.5,3.9,3.9,4.2,1,11.1,12.9,11.1,15.8,898532,
1996:Q3,Next9,31.6,24.4,25.4,20.7,35.1,33.2,40.2,25.6,26.7,23.1,15.9,10,39.7,33.2,23.9,52.1,34,45.4,30.3,22.3,15.8,15.8,17.7,8.5,12.9,25,24.1,34.2,9008200,
1996:Q3,Next40,36.2,47,48.5,41.9,30.9,42.7,20.4,13.7,13.4,14.3,6.7,3,21.3,16.3,49.4,41.1,42.5,48,17.5,47.1,42.6,42.6,46.1,36.1,43.1,24.9,48.8,35.1,40067613,
1996:Q3,Bottom50,8.2,17.7,16,23.8,3.6,6.2,1.3,1.4,1.8,0.7,0.9,0.4,2.7,1.6,12.5,2.3,8.9,3,1.9,21.6,36.9,36.9,31.5,54.3,24.9,29.1,12.6,3.4,50085552,
1996:Q4,TopPt1,10,3.7,2.7,6.7,13,6.1,12.4,34,32.5,37.5,58.3,68.5,12.9,19.5,4,0.5,1.7,0.3,21.6,2.4,0.9,0.9,0.6,0.2,8.9,8.7,3.3,11.5,102924,
1996:Q4,RemainingTop1,14.1,7.4,7.6,7,17.3,11.5,25.2,25.1,25.7,23.7,14.6,12.7,23.2,29,9.8,4.5,12.8,3.4,28.2,6.5,3.9,3.9,4.2,1,9.7,13.1,10.8,15.8,900693,
1996:Q4,Next9,31.8,24.7,26,20.5,35.2,33,40.2,26,26.8,24.2,18.9,14.3,39.6,33.4,24.5,50.7,33.6,45.5,30.7,22.4,16,16,17.9,8.8,13.2,26.6,24.6,34.4,9034503,
1996:Q4,Next40,36,46.7,48.1,42.1,30.9,43.1,20.9,13.5,13.3,13.9,7.3,4.1,21.7,16.4,49.4,42,43.4,47.7,17.6,47.2,42.7,42.6,46.3,36.1,43.5,24.5,48.8,34.9,40186968,
1996:Q4,Bottom50,8.1,17.5,15.6,23.7,3.6,6.3,1.3,1.4,1.7,0.7,0.8,0.4,2.7,1.6,12.3,2.4,8.5,3,1.9,21.5,36.5,36.6,31.1,53.8,24.7,27.2,12.5,3.3,50232751,
1997:Q1,TopPt1,9.8,3.7,2.8,6.8,12.8,6.1,12.5,33.3,31.9,37.1,56.9,67,12,19.5,3.8,0.5,1.7,0.4,21.7,2.4,1,1,0.6,0.2,9.1,9.2,3.1,11.3,103683,
1997:Q1,RemainingTop1,14.1,7.5,7.7,6.9,17.2,11.4,24.9,25.2,26.1,22.9,17.5,16,23.9,28.6,9.4,4.6,13,3.5,27.6,6.5,4,3.9,4.2,1,9.5,13.3,10.4,15.8,902883,
1997:Q1,Next9,32,24.9,26.2,20.5,35.4,32.8,40.1,27.3,27,28.2,17.9,13.1,39.4,33.5,25.1,51,32.8,45.7,31.1,22.6,16.3,16.3,18.1,8.8,13.8,28,25.2,34.6,9061041,
1997:Q1,Next40,36.1,46.6,47.9,42.3,31,43.4,21.2,12.8,13.4,11.2,6.9,3.5,22.1,16.8,49.5,41.6,44,47.5,17.6,47.2,42.7,42.7,46.5,35.7,44.5,24.1,49,35,40307037,
1997:Q1,Bottom50,8,17.3,15.4,23.6,3.6,6.4,1.2,1.3,1.6,0.6,0.8,0.3,2.7,1.7,12.1,2.3,8.5,3.1,2,21.4,36,36.1,30.6,54.3,23.1,25.4,12.3,3.4,50380923,
1997:Q2,TopPt1,10,3.6,2.8,6.4,13,6,11.3,33,31.5,36.8,54.4,63.6,11,20.2,3.7,0.4,1.8,0.4,21.7,2.4,1,1,0.6,0.2,9.4,9.6,2.9,11.5,104422,
1997:Q2,RemainingTop1,14.2,7.5,7.7,6.9,17.3,11.3,24.9,25.4,26.4,22.7,18.6,17.3,24.6,28,9.2,4.7,12.9,3.6,27.2,6.4,4,4,4.2,1,9,13.4,10,15.9,905109,
1997:Q2,Next9,32.2,24.9,26.1,20.8,35.5,32.5,40.5,27.5,27.2,28.2,19.2,15,39.2,33.8,25.7,52.3,32.5,45.8,31.5,22.7,16.6,16.6,18.3,9,14.3,29.4,25.7,34.7,9087768,
1997:Q2,Next40,35.7,46.8,48,42.5,30.6,43.7,22.2,12.9,13.4,11.7,7.2,3.9,22.6,16.3,49.5,40.4,44.7,47.2,17.7,47.2,42.8,42.8,46.7,35.7,45.3,23.6,49.2,34.6,40427540,
1997:Q2,Bottom50,7.9,17.2,15.4,23.4,3.6,6.4,1.2,1.3,1.6,0.6,0.7,0.3,2.7,1.6,11.9,2.2,8.2,3.1,2,21.2,35.6,35.7,30.2,54.2,22.1,23.9,12.2,3.4,50529792,
1997:Q3,TopPt1,10.1,3.5,2.8,6.1,13,6,11.1,32.7,31.2,36.6,52,60.7,10,20.6,3.6,0.3,1.8,0.4,21.7,2.4,1.1,1.1,0.6,0.2,10.5,9.8,2.7,11.5,105127,
1997:Q3,RemainingTop1,14.3,7.6,7.7,6.9,17.3,11.2,24.6,25.5,26.7,22.5,20.9,20,25.3,27.6,8.9,4.8,12.8,3.7,26.7,6.4,4,3.9,4.2,1,7.1,13.4,9.6,16,907380,
1997:Q3,Next9,32.3,24.9,26.1,21.1,35.6,32.3,40.5,27.5,27.3,28.1,19.4,15.3,39,33.9,26.3,53.1,32.2,46,31.8,22.8,17,16.9,18.6,9.2,14.4,30.9,26.2,34.8,9114634,
1997:Q3,Next40,35.5,46.7,47.9,42.7,30.5,44,22.6,13,13.4,12.2,7.1,3.7,23.1,16.3,49.5,39.6,45.3,46.9,17.8,47.3,42.8,42.8,46.8,35.6,45.3,23.3,49.4,34.4,40548198,
1997:Q3,Bottom50,7.8,17.2,15.5,23.2,3.5,6.5,1.2,1.3,1.5,0.6,0.7,0.2,2.7,1.6,11.7,2.1,8,3.1,2,21.1,35.2,35.3,29.8,54,22.7,22.6,12,3.3,50679086,
1997:Q4,TopPt1,10.1,3.6,2.8,6.4,13,6,10.9,32.5,31.1,36.3,48.9,56.6,8.8,20.6,3.4,0.4,1.8,0.4,21.9,2.4,1.1,1.1,0.6,0.3,10.5,10.4,2.6,11.6,105787,
1997:Q4,RemainingTop1,14.3,7.7,7.9,6.8,17.3,11.2,24.4,25.6,26.9,22.1,21.9,21.1,26.1,27.3,8.5,5,13,3.8,26.2,6.4,3.9,3.9,4.2,1,7.3,13.7,9.3,16,909706,
1997:Q4,Next9,32.5,25.3,26.7,20.7,35.7,32,40.5,28,27.4,29.6,21.3,17.9,38.8,34,26.8,52.9,31.4,46.1,32.2,23,17.3,17.3,18.9,9.5,15,32,26.8,34.9,9141593,
1997:Q4,Next40,35.4,46.5,47.6,42.9,30.4,44.2,23.1,12.8,13.3,11.5,7.4,4.3,23.6,16.4,49.8,39.6,45.8,46.6,17.7,47.3,42.9,42.9,47,35.7,46.4,22.9,49.5,34.2,40668733,
1997:Q4,Bottom50,7.6,16.8,15,23.2,3.5,6.5,1.1,1.2,1.4,0.6,0.6,0.2,2.7,1.7,11.6,2.1,7.9,3.1,2,21,34.7,34.8,29.2,53.6,20.9,21,11.9,3.3,50828529,
1998:Q1,TopPt1,10.3,3.6,2.8,6.2,13.2,5.9,11.5,32.2,30.6,36.1,45.3,52.1,7.6,21.2,3.2,0.3,1.9,0.4,21.7,2.4,1.2,1.2,0.6,0.2,10.8,10.8,2.3,11.8,106387,
1998:Q1,RemainingTop1,14.5,7.7,8,6.8,17.4,11.1,24.1,25.7,27.3,22.1,22.4,21.6,26.9,26.9,8.2,5.1,12.8,3.9,25.9,6.4,3.9,3.9,4.1,1,6.8,13.8,8.7,16.1,912094,
1998:Q1,Next9,32.7,25.4,26.7,20.9,35.8,31.9,40.2,27.9,27.5,28.7,23.8,21.2,38.6,34.2,27.3,53.9,31.3,46.3,32.5,23.1,17.7,17.6,19.3,9.4,15.4,33.2,27.3,35,9168597,
1998:Q1,Next40,35,46.6,47.6,43.1,30,44.5,23.1,13.1,13.3,12.5,7.9,5,24.2,16,49.9,38.7,46.3,46.3,17.8,47.3,43,43,47.2,35.4,47,22.6,49.9,33.8,40788865,
1998:Q1,Bottom50,7.5,16.7,14.9,23,3.5,6.6,1.1,1.2,1.4,0.7,0.5,0.2,2.7,1.6,11.4,2.1,7.7,3.1,2.1,20.9,34.2,34.3,28.7,54,20,19.7,11.8,3.3,50977848,
1998:Q2,TopPt1,10.3,3.5,2.8,6.1,13.2,5.8,10.9,32.3,30.6,35.9,41.8,47.9,6.3,21.2,3,0.2,1.9,0.5,21.8,2.4,1.2,1.2,0.7,0.3,11.3,11.1,2.2,11.7,106916,
1998:Q2,RemainingTop1,14.5,7.8,8.1,6.7,17.4,11,24,25.8,27.4,22.2,24.1,23.4,27.9,26.6,7.9,5.2,13,4.2,25.5,6.3,3.9,3.9,4.1,1,5.9,13.9,8.7,16.2,914553,
1998:Q2,Next9,32.8,25.6,26.9,21,35.9,31.7,40.4,27.4,27.6,27.1,25.5,23.3,38.3,34.3,27.7,54.5,30.6,46.6,32.8,23.3,17.9,17.9,19.4,9.7,15.7,34.3,27.8,35.1,9195597,
1998:Q2,Next40,35,46.6,47.6,43.3,30,44.8,23.7,13.4,13.2,14.1,8.2,5.4,24.8,16.2,50.1,38.1,46.8,45.7,17.9,47.3,43,43,47.3,35.4,47.4,22.3,49.7,33.7,40908315,
1998:Q2,Bottom50,7.4,16.5,14.7,22.9,3.4,6.7,1.1,1.1,1.3,0.8,0.5,0.1,2.7,1.6,11.3,2,7.7,3.1,2.1,20.7,33.9,34,28.5,53.7,19.7,18.5,11.6,3.2,51126768,
1998:Q3,TopPt1,9.9,3.4,2.9,5.2,12.9,5.7,11.7,32.3,30.9,35.6,37.6,42.7,4.9,20.5,2.7,0.3,2,0.5,21.7,2.4,1.3,1.3,0.7,0.3,11.6,11.8,1.8,11.3,107361,14899457
1998:Q3,RemainingTop1,14.2,7.7,7.9,6.8,17.2,11,23.7,25.8,27.5,21.8,23.4,22.5,28.9,26.4,7.4,5.4,13.6,4.5,25.1,6.3,3.9,3.9,4.1,1,5.5,14.3,7.4,15.9,917092,3741930
1998:Q3,Next9,32.7,25.3,26.3,21.8,36,31.5,40,27.8,27.5,28.4,29.5,28.1,38.1,34.2,28.1,53.9,29.1,46.8,33.1,23.4,18.1,18.1,19.6,9.9,16,35.2,28.3,35.1,9222546,730508
1998:Q3,Next40,35.5,46.7,47.6,43.5,30.4,45.1,23.5,13.1,13,13.4,9.1,6.6,25.5,17.2,50.5,38.4,47.5,45.1,18,47.3,43.1,43.1,47.4,35.4,48,21.9,50.9,34.3,41026805,95826
1998:Q3,Bottom50,7.7,16.9,15.3,22.7,3.5,6.7,1,1,1.1,0.7,0.4,0.1,2.7,1.7,11.2,2,7.8,3.1,2.1,20.6,33.6,33.7,28.1,53.4,18.9,16.8,11.6,3.4,51275015,
1998:Q4,TopPt1,10.1,3.5,2.9,5.6,13,6,12.7,31.6,30.1,35.3,38.1,43.3,5.9,20.8,3,0.2,1.9,0.5,21.5,2.4,1.2,1.2,0.6,0.3,11.1,10.9,1.3,11.5,107713,
1998:Q4,RemainingTop1,14.6,8,8.2,7.2,17.5,11,24,26.1,28,21.3,24.9,24.3,28.5,26.2,7.8,5.3,12.9,4.6,25.4,6.5,4,4,4.2,1,6.7,14.7,5.5,16.3,919718,
1998:Q4,Next9,33,25.7,27,21.1,36.2,31.6,39.3,28.5,27.7,30.6,27.8,26.1,38.4,34.8,27.9,54.5,30.8,46.6,32.9,23.5,18,17.9,19.5,9.6,17,35.9,27.9,35.4,9249430,
1998:Q4,Next40,34.9,46.2,47,43.4,30,44.7,22.9,12.8,13.1,12.1,8.7,6.2,24.7,16.6,50.2,38.1,46.9,45.2,18.1,47.2,43.3,43.3,47.6,35.8,46.5,22.5,53.3,33.6,41144241,
1998:Q4,Bottom50,7.4,16.5,14.8,22.8,3.4,6.7,1.1,1,1.1,0.7,0.4,0.1,2.5,1.6,11.2,1.9,7.5,3,2,20.5,33.5,33.6,28.1,53.3,18.7,16,12,3.2,51422519,
1999:Q1,TopPt1,9.9,3.5,3,5.2,12.7,6.1,13.6,31.2,29.3,35.4,38.5,43.8,6.8,20.3,3,0.2,1.8,0.5,21,2.4,1.1,1.1,0.6,0.2,10.8,9.9,1.8,11.3,107981,
1999:Q1,RemainingTop1,14.6,8.1,8.2,7.7,17.5,10.9,24.2,26.4,28.4,21.6,26.2,25.9,28.2,26.1,7.8,5.3,12.7,4.8,25.9,6.6,4.1,4.1,4.3,1,7.4,15,7.6,16.3,922437,
1999:Q1,Next9,33,25.7,27,21.1,36.2,31.8,38.7,28.1,27.8,28.7,26.4,24.4,38.8,35.1,27.5,54.2,31.4,46.3,32.7,23.6,17.8,17.8,19.4,9.2,18,36.6,27.7,35.4,9276366,
1999:Q1,Next40,35,46,46.8,43.3,30.2,44.5,22.5,13.3,13.2,13.5,8.4,5.9,23.9,17,50.4,38.4,46.5,45.4,18.4,47.1,43.5,43.5,47.7,35.9,44.8,23.1,51.2,33.7,41261279,
1999:Q1,Bottom50,7.4,16.7,15.1,22.7,3.4,6.7,1.1,1,1.1,0.7,0.4,0.1,2.3,1.6,11.2,1.9,7.5,3,2,20.4,33.4,33.5,28,53.7,19.1,15.4,11.6,3.3,51570025,
1999:Q2,TopPt1,9.9,3.5,3,5.3,12.7,6.1,13,30.7,28.8,35.3,38.9,44.1,7.6,20.1,3.2,0.1,1.8,0.5,21.1,2.4,1,1,0.6,0.2,10.4,8.6,1.9,11.3,108179,
1999:Q2,RemainingTop1,14.8,8.3,8.3,8.1,17.6,10.7,24.6,26.6,28.8,21.3,27.2,27.1,27.9,25.9,8,5.2,12.5,5,26.1,6.7,4.2,4.2,4.4,1,8.4,14.9,7.8,16.5,925253,
1999:Q2,Next9,33.2,25.8,27.2,20.6,36.4,32.1,38.5,28.4,27.9,29.5,25.4,23.1,39.1,35.5,27.2,54.3,32.1,46.1,32.6,23.6,17.7,17.7,19.2,8.8,18.9,37.2,27.4,35.6,9303505,
1999:Q2,Next40,34.8,45.9,46.7,43.1,30,44.4,22.8,13.3,13.3,13.1,8.2,5.6,23.2,16.9,50.4,38.4,46.2,45.5,18.3,47,43.6,43.6,47.8,36.2,43.2,23.7,51.3,33.5,41378763,
1999:Q2,Bottom50,7.3,16.5,14.8,22.8,3.3,6.8,1.1,1,1.1,0.7,0.3,0,2.1,1.6,11.2,1.9,7.4,2.9,1.9,20.3,33.4,33.5,28,53.7,19.1,15.6,11.6,3.2,51718484,
1999:Q3,TopPt1,9.6,3.4,3,4.9,12.4,6.2,13.3,30.2,28.2,35.1,38.9,44,8.4,19.4,3.1,0.2,1.7,0.5,21.5,2.4,0.9,0.9,0.6,0.2,10.3,7.8,1.9,11,108319,
1999:Q3,RemainingTop1,14.7,8.4,8.3,8.6,17.5,10.6,24.9,26.9,29.2,21.2,26.2,25.9,27.6,25.8,7.9,5.3,12.6,5.1,26.1,6.9,4.3,4.2,4.4,1,8.8,15.2,7.9,16.4,928170,
1999:Q3,Next9,33.1,25.7,27.1,20.7,36.4,32.3,38.1,28.5,28,29.7,26.1,23.9,39.4,35.8,26.8,53.3,32.3,45.8,32.5,23.7,17.7,17.6,19.2,8.6,19.8,37.8,27.1,35.6,9331001,
1999:Q3,Next40,35.1,45.8,46.6,43.1,30.3,44.1,22.6,13.4,13.4,13.2,8.4,6.1,22.6,17.5,51,39.3,45.9,45.7,18.1,46.9,43.8,43.8,47.9,36.6,41.3,24.3,51.5,33.7,41497535,
1999:Q3,Bottom50,7.4,16.6,14.9,22.7,3.3,6.8,1.1,1,1.1,0.7,0.3,0.1,2,1.6,11.3,1.9,7.5,2.9,1.8,20.2,33.3,33.4,27.9,53.6,19.8,15,11.7,3.2,51868845,
1999:Q4,TopPt1,9.9,3.5,3.1,5,12.7,6.4,14.5,29.2,28.1,34.4,38.7,43.2,9.2,19.9,3.5,0,1.7,0.5,21.4,2.5,0.9,0.9,0.5,0.2,10,6.5,2.1,11.4,108414,
1999:Q4,RemainingTop1,15,8.6,8.5,9,17.8,10.6,24.9,27.7,29.4,19.8,23.3,22.6,27.3,25.7,8.6,5.1,12.2,5.3,26.4,6.7,4.3,4.3,4.4,1,9.5,14.7,9,16.7,931192,
1999:Q4,Next9,33.4,25.9,27.3,20.3,36.6,32.4,37.5,29.7,28,36.9,28.6,26.9,39.7,36,26.8,54.6,33.1,45.7,32.3,23.3,17.8,17.8,19.3,8.4,20.7,38.1,26.9,35.8,9359003,
1999:Q4,Next40,34.4,45.5,46.2,43,29.7,43.7,21.9,12.5,13.4,8.3,9.2,7.2,21.9,16.9,50,38.4,45.6,45.8,18.2,47.2,44,43.9,48.1,37.1,39.7,24.7,50.4,32.9,41618437,
1999:Q4,Bottom50,7.2,16.5,14.8,22.8,3.3,6.8,1.2,1,1.1,0.6,0.3,0.1,1.8,1.5,11.1,1.8,7.4,2.8,1.7,20.4,33,33.1,27.6,53.3,20.1,16,11.5,3.2,52022058,
2000:Q1,TopPt1,9.8,3.4,3.1,4.8,12.5,6.6,15.1,28.5,27.4,34.1,38.9,43.4,9.9,19.7,3.6,0,1.6,0.5,21,2.5,0.8,0.8,0.5,0.2,9.6,5.5,1.8,11.2,108478,
2000:Q1,RemainingTop1,15.1,8.7,8.6,9.4,17.8,10.6,25,28.2,29.8,19.4,23.6,23,27.2,25.7,8.8,5.1,12.1,5.4,26.7,6.8,4.3,4.3,4.4,1,10.5,14.3,7.9,16.8,934322,
2000:Q1,Next9,33.4,25.9,27.4,20.2,36.7,32.6,37.1,29.8,28.2,38.7,28.2,26.4,39.9,36.3,26.5,54.8,33.6,45.4,32.2,23.3,18,18,19.5,8,21.6,38.5,26.5,35.8,9387663,
2000:Q1,Next40,34.5,45.7,46.4,42.9,29.7,43.4,21.6,12.6,13.5,7.3,9.1,7.2,21.3,16.9,50.1,38.4,45.3,45.9,18.4,47.1,44.2,44.1,48.3,37.4,38.2,25,52,33,41742312,
2000:Q1,Bottom50,7.1,16.3,14.5,22.8,3.2,6.8,1.2,1,1.1,0.5,0.3,0.1,1.7,1.5,11.1,1.7,7.4,2.8,1.7,20.3,32.7,32.7,27.2,53.4,20.2,16.7,11.8,3.2,52179072,
2000:Q2,TopPt1,9.5,3.5,3.1,4.7,12.2,6.6,14.5,28.1,26.8,34.2,39.4,44,10.6,19,3.5,0,1.6,0.5,21.3,2.5,0.7,0.7,0.5,0.2,9.3,5,1.9,10.9,108523,
2000:Q2,RemainingTop1,15,8.9,8.7,9.7,17.8,10.5,25.4,28.3,30.2,19.7,25.8,25.5,27.1,25.5,8.7,5.1,12.1,5.5,26.8,6.9,4.3,4.3,4.5,1,11,15,8.2,16.7,937566,
2000:Q2,Next9,33.4,26,27.5,20.1,36.7,32.8,37,29.8,28.3,36.9,26.1,23.9,40.1,36.6,26.1,54.2,33.8,45.2,32.1,23.3,17.9,17.9,19.5,7.8,22.5,39.1,26.2,35.8,9417133,
2000:Q2,Next40,34.9,45.6,46.4,42.8,30.1,43.2,21.9,12.8,13.7,8.7,8.5,6.6,20.7,17.4,50.6,38.9,45.1,46.1,18.3,47,44.4,44.4,48.4,37.9,36.4,25.6,51.9,33.4,41870002,
2000:Q2,Bottom50,7.2,16.1,14.3,22.8,3.2,6.8,1.2,1,1.1,0.6,0.3,0.1,1.5,1.5,11.2,1.8,7.4,2.7,1.6,20.2,32.6,32.6,27.1,53.2,20.7,15.4,11.8,3.2,52340837,
2000:Q3,TopPt1,9.3,3.3,3.1,4.2,12.1,6.7,14.9,27.8,26.3,34.1,39.5,43.9,11.3,18.5,3.5,0,1.6,0.4,21.6,2.5,0.7,0.7,0.5,0.2,9.2,4.3,1.8,10.7,108563,
2000:Q3,RemainingTop1,15,9,8.7,10.1,17.7,10.4,25.5,28.5,30.5,19.8,25.4,25.1,27,25.4,8.7,5.1,12,5.7,26.8,6.9,4.3,4.3,4.5,1.1,11.5,15.2,8,16.7,940927,
