Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1991:Q1,pct00to20,789664,413922,320315,93607,375742,122677,2962,9705,7100,2604,7878,2008,5870,29101,11638,1622,4994,119865,53775,11524,87513,87030,37000,45476,133,4421,483,702151,18884725,,
1991:Q2,pct99to100,3859827,852018,598025,253993,3007809,307852,135521,460987,371062,89925,110380,90554,19826,701090,37769,15964,125196,150204,944298,18550,195101,193538,134178,19044,273,40043,1564,3664726,947955,,
1991:Q2,pct80to99,11145047,3840713,3081275,759438,7304334,1234508,211500,500092,428385,71707,166276,101291,64985,1033019,197224,238049,487604,1756387,1374643,105030,1629792,1621948,1311482,245369,434,64663,7843,9515256,18004233,,
1991:Q2,pct60to80,4656271,1939083,1469999,469084,2717187,544199,50845,152559,121322,31237,32880,20039,12841,246564,84014,96128,120182,996605,336621,56592,915885,912565,658173,233072,93,21228,3319,3740386,18930664,,
1991:Q2,pct40to60,3203213,1321472,1018795,302678,1881741,485471,27688,69007,54213,14794,57408,28055,29353,157886,51871,43231,36940,643248,270490,38499,491270,489301,313848,166013,172,9269,1969,2711943,18945734,,
1991:Q2,pct20to40,1914246,903431,700094,203337,1010815,323851,14939,34849,30125,4724,35151,26810,8341,70071,32530,13035,29501,327669,104314,24906,229995,228741,132865,90350,114,5413,1254,1684251,18945447,,
1991:Q2,pct00to20,812720,429791,334622,95169,382928,124136,3122,11195,8240,2955,7941,1780,6161,29721,11620,1725,4587,122488,54614,11780,92283,91817,40105,47458,39,4215,465,720437,18933341,,
1991:Q3,pct99to100,3931758,854404,610201,244203,3077354,299921,135887,467045,383390,83655,114516,92635,21881,749183,36423,16593,132227,156418,950490,18650,203759,202359,140794,18503,214,42848,1400,3727998,950278,,
1991:Q3,pct80to99,11263168,3849330,3078238,771091,7413838,1222884,208591,508412,437975,70437,172525,110514,62011,1108957,199001,241179,510070,1782044,1354532,105644,1643495,1635768,1318878,244142,360,72388,7728,9619672,18050366,,
1991:Q3,pct60to80,4734251,1957528,1484069,473459,2776723,543076,48562,153397,126054,27343,33217,20581,12635,261367,84735,99895,131058,1020314,343965,57138,912879,909597,658546,230195,76,20781,3282,3821372,18978607,,
1991:Q3,pct40to60,3243613,1340555,1026873,313682,1903057,487078,28194,65005,52628,12377,63211,32389,30822,168178,54231,43278,38360,645173,271491,38859,497788,495747,318075,167341,140,10191,2042,2745824,18993908,,
1991:Q3,pct20to40,1947391,924985,719285,205700,1022406,323488,14829,34456,29716,4740,32054,23544,8509,76659,34135,13869,26647,340684,100325,25258,236018,234726,135294,94057,102,5273,1292,1711373,18993102,,
1991:Q3,pct00to20,838016,447063,351723,95340,390953,125634,3270,12149,9183,2966,8214,1943,6270,31901,11407,1821,4079,125095,55345,12039,95191,94743,42916,48262,32,3533,448,742825,18982034,,
1991:Q4,pct99to100,4128668,861509,621551,239958,3267160,298591,138469,467793,387549,80244,124584,100752,23832,912373,35584,17242,140364,162707,950591,18862,213959,212678,148327,18277,389,45685,1282,3914709,952615,,
1991:Q4,pct80to99,11528659,3861065,3084832,776232,7667594,1224997,209327,516755,442475,74280,184664,126048,58616,1304943,201858,244891,537569,1808312,1327485,106793,1675268,1667617,1339123,246981,699,80814,7650,9853391,18096410,,
1991:Q4,pct60to80,4837582,1972927,1497614,475313,2864655,545091,46754,152191,126960,25231,35223,23050,12173,298688,85728,103935,144266,1044406,350331,58041,923919,920667,668737,231427,145,20358,3252,3913663,19026813,,
1991:Q4,pct40to60,3289897,1355069,1034798,320271,1934828,491892,28976,60671,49672,10998,68145,36554,31591,186553,56798,43459,40609,647199,270974,39554,510631,508518,326773,170347,266,11132,2112,2779266,19042074,,
1991:Q4,pct20to40,1972652,934682,725715,208967,1037970,324506,14956,34181,29065,5117,26970,18865,8105,87204,35764,14732,23855,353779,96181,25843,244616,243283,138675,99274,217,5117,1333,1728037,19040880,,
1991:Q4,pct00to20,863015,462781,366075,96706,400234,127170,3416,11814,8659,3156,8587,2580,6007,36437,11297,1921,3514,127732,55924,12421,98835,98403,46245,49275,64,2819,432,764180,19030830,,
1992:Q1,pct99to100,4088480,870437,630570,239867,3218043,262188,147161,484038,404861,79177,115472,89632,25840,868978,34795,17824,143029,170393,955086,19079,223771,222573,157327,16643,427,48175,1198,3864709,954967,,
1992:Q1,pct80to99,11518816,3886639,3108227,778412,7632177,1154104,220070,538585,454815,83770,180637,125418,55219,1286297,204841,246471,538802,1850277,1304133,107961,1672635,1665031,1350773,237893,828,75538,7604,9846181,18142405,,
1992:Q1,pct60to80,4882304,1986979,1510571,476409,2895325,530513,46211,158674,134032,24642,31267,19527,11740,295375,86755,106978,146248,1076598,357748,58959,915053,911825,671649,220313,169,19695,3228,3967251,19075299,,
1992:Q1,pct40to60,3302421,1362299,1037738,324561,1940122,479814,30524,58881,48384,10497,75549,43070,32479,190408,59397,43146,38407,652210,271525,40261,517383,515201,335015,168126,308,11752,2182,2785038,19090269,,
1992:Q1,pct20to40,1982545,940891,727439,213452,1041654,318207,15729,34528,28623,5905,23653,15878,7775,90918,37402,15489,19916,367412,91963,26437,249338,247964,142559,99807,281,5317,1374,1733207,19088809,,
1992:Q1,pct00to20,886697,479505,380001,99504,407192,128544,3557,14034,10486,3548,7631,1839,5792,36774,11198,2004,3111,130886,56646,12808,104848,104429,50953,50571,77,2828,419,781850,19079752,,
1992:Q2,pct99to100,4062297,875839,637996,237843,3186458,252165,142777,477440,401496,75944,115968,88088,27880,850772,33349,18514,147710,165284,963147,19332,233621,232486,165009,16051,503,50923,1135,3828676,957335,,
1992:Q2,pct80to99,11592108,3908221,3123998,784223,7683886,1138149,209321,544908,454918,89990,186317,134560,51758,1294315,206465,251404,549317,1910817,1283567,109306,1685047,1677473,1360854,235669,1070,79880,7575,9907060,18188390,,
1992:Q2,pct60to80,4921431,1999980,1520775,479205,2921451,528454,42917,154033,131349,22684,30313,19022,11291,297084,87445,111598,152326,1091236,366050,59996,912643,909436,673735,216284,215,19202,3207,4008788,19124078,,
1992:Q2,pct40to60,3333835,1369227,1037972,331255,1964608,480492,30439,53435,44250,9185,82653,49295,33358,196147,61762,43605,37716,664343,272937,41079,525870,523620,341298,169332,388,12601,2251,2807964,19138528,,
1992:Q2,pct20to40,2002763,951422,733200,218222,1051341,317429,15115,34273,27803,6470,18406,10987,7419,95575,39028,16416,16216,384123,87649,27109,256496,255079,145708,103706,397,5268,1417,1746267,19136917,,
1992:Q2,pct00to20,912918,496586,394114,102473,416331,130058,3712,12371,8541,3830,7383,1823,5560,37645,10965,2115,2629,138730,57487,13237,108765,108359,54639,51290,101,2330,406,804153,19128824,,
1992:Q3,pct99to100,4116155,876259,652202,224057,3239896,247134,141654,488653,418958,69695,113225,83268,29958,884458,33100,19176,154610,159966,978320,19599,241971,240876,171697,15358,273,53547,1095,3874184,959719,225991,215654708
1992:Q3,pct80to99,11742491,3915120,3117605,797516,7827370,1132642,203949,556171,467182,88989,190541,142301,48240,1356742,210624,255379,570198,1971102,1269304,110718,1707623,1700057,1383078,237494,645,78839,7566,10034868,18234405,54012,225991
1992:Q3,pct60to80,5006108,2032646,1548991,483655,2973462,528803,40314,157088,138465,18622,28326,17492,10834,308966,88771,115773,163034,1105426,375883,61079,923873,920684,685647,216300,127,18610,3189,4082235,19173166,34261,54012
1992:Q3,pct40to60,3407360,1405693,1061107,344586,2001667,483638,30756,49183,42551,6632,90955,56705,34250,205583,64594,43842,38759,676343,276075,41940,536938,534619,349468,171596,227,13328,2319,2870422,19186888,20498,34261
1992:Q3,pct20to40,2052490,988460,768348,220112,1064030,317718,14847,33744,27232,6512,12787,5735,7052,102082,40700,17297,12801,400994,83248,27811,264040,262580,148739,108222,260,5359,1460,1788449,19185233,10872,20498
1992:Q3,pct00to20,947841,517534,415736,101799,430307,131615,3861,14213,10354,3859,6906,1584,5321,39591,10976,2218,2056,146650,58539,13683,112778,112384,57248,52962,60,2113,394,835063,19178070,0,10864
1992:Q4,pct99to100,4315122,895203,668482,226721,3419919,265224,134458,496866,419803,77063,124375,94695,29680,1036575,36891,19716,158348,158967,968339,20160,245108,243932,174320,15326,400,53886,1175,4070015,962121,,
1992:Q4,pct80to99,12013354,3950939,3146211,804728,8062415,1141414,195751,551752,461745,90007,186902,139372,47530,1518003,210740,267735,583106,2029572,1265876,111562,1728126,1720631,1395264,247250,918,77199,7495,10285228,18280497,,
1992:Q4,pct60to80,5103376,2060456,1569310,491146,3042920,531792,39750,151303,132981,18322,30410,18771,11640,345927,92332,119886,167510,1127860,373887,62262,945204,941935,701006,221569,202,19158,3268,4158172,19222583,,
1992:Q4,pct40to60,3451112,1421541,1074853,346688,2029570,482600,30013,50208,42742,7465,85844,53374,32470,216741,64570,47458,44490,697160,267910,42576,546948,544648,355551,175665,345,13087,2301,2904164,19235393,,
1992:Q4,pct20to40,2088114,992756,771327,221428,1095358,320766,15822,36096,29365,6731,12048,5141,6907,110950,41352,17207,16750,408713,87256,28397,273871,272405,154854,110386,356,6809,1466,1814242,19233792,,
1992:Q4,pct00to20,973584,524776,422019,102756,448808,132233,4469,13528,9717,3812,6775,1553,5222,43046,11456,2452,3889,149946,66996,14017,117317,116912,59906,54573,89,2343,406,856266,19227520,,
1993:Q1,pct99to100,4421516,912522,665939,246583,3508994,259284,134865,510638,420615,90023,141922,112504,29418,1082097,40593,20113,164909,155928,977977,20667,245156,243885,175562,13250,681,54393,1271,4176360,964543,,
1993:Q1,pct80to99,12160716,3983572,3187692,795880,8177144,1099910,199975,561133,456412,104721,190875,144039,46836,1569452,210628,275586,609369,2065734,1282341,112140,1729757,1722322,1394425,243825,1527,82545,7435,10430959,18326739,,
1993:Q1,pct60to80,5155990,2072562,1579391,493172,3083428,523344,40757,149099,127685,21414,34814,22341,12473,362492,95856,121872,177701,1138774,375447,63273,943308,939958,706612,213136,372,19838,3351,4212682,19272369,,
1993:Q1,pct40to60,3446314,1403111,1066270,336841,2043203,469853,30253,53618,42928,10690,80573,49838,30734,220871,64505,50034,52307,713788,264355,43046,545881,543600,356637,173347,611,13005,2281,2900433,19284118,,
1993:Q1,pct20to40,2098304,979485,753382,226103,1118819,318785,17628,39423,31424,7999,10390,3585,6805,116398,42004,16889,21112,415840,91481,28871,276153,274681,159769,106257,569,8087,1472,1822152,19282654,,
1993:Q1,pct00to20,991496,525467,417432,108035,466030,132726,5089,13326,9116,4209,7251,2100,5150,44389,11916,2646,5584,152550,76261,14292,121930,121512,61700,57448,157,2208,418,869566,19277222,,
1993:Q2,pct99to100,4482392,925003,677707,247296,3557389,268588,129571,505200,404142,101058,157647,128495,29152,1102900,44552,20523,168002,152862,986406,21139,247404,246036,178268,12400,640,54729,1368,4234988,966988,,
1993:Q2,pct80to99,12280990,4025495,3217763,807731,8255496,1089767,194881,554197,441183,113014,194844,148711,46133,1595607,211016,283768,619049,2102127,1297709,112531,1750264,1742888,1410699,250088,1383,80717,7376,10530726,18373212,,
1993:Q2,pct60to80,5219858,2111007,1608237,502770,3108851,522069,40586,138239,115356,22883,38787,25477,13310,374359,99523,124017,180645,1149749,376715,64164,964074,960640,725143,214734,372,20391,3434,4255784,19322567,,
1993:Q2,pct40to60,3475857,1419212,1077487,341725,2056645,464364,29756,54359,41159,13201,76118,47150,28967,223433,64530,52682,57180,730528,260293,43402,554787,552525,363828,175354,588,12754,2262,2921070,19333148,,
1993:Q2,pct20to40,2142645,999964,772225,227738,1142682,319995,18811,41711,32893,8818,9010,2319,6691,121071,42667,16590,24741,423009,95813,29265,283794,282316,166079,106181,489,9567,1478,1858851,19331886,,
1993:Q2,pct00to20,1015939,535853,426668,109186,480086,133315,5700,10089,5738,4351,7626,2555,5071,45251,12428,2843,7357,155169,85783,14526,127260,126829,64329,59904,146,2450,430,888679,19327233,,
1993:Q3,pct99to100,4596199,935581,689645,245937,3660617,281051,126219,510931,398410,112521,162330,133447,28883,1167118,48640,21006,171773,149866,999992,21691,249220,247753,179676,12010,761,55305,1466,4346979,969459,,
1993:Q3,pct80to99,12465348,4067604,3246540,821065,8397743,1085778,192980,553493,432178,121316,190065,144642,45424,1666278,211633,294142,631908,2139839,1318328,113297,1785620,1778305,1427167,260638,1598,88901,7315,10679728,18419995,,
1993:Q3,pct60to80,5301578,2151144,1638489,512656,3150434,522210,40821,132455,108119,24336,39505,25352,14153,394586,103268,127191,184920,1161346,378824,65309,990385,986867,744492,220776,471,21128,3518,4311193,19373221,,
1993:Q3,pct40to60,3514640,1434797,1086935,347862,2079844,460261,29510,56603,40605,15997,72909,45733,27177,228787,64597,55837,62472,747586,257288,43993,564399,562157,369526,179175,722,12735,2242,2950242,19382566,,
1993:Q3,pct20to40,2196869,1025976,797093,228883,1170892,321854,20217,44129,34464,9666,9039,2469,6569,127159,43337,16400,28417,430253,100264,29823,292303,290820,171769,107732,536,10783,1483,1904566,19381552,,
1993:Q3,pct00to20,1043723,546984,437320,109664,496740,133927,6317,8776,4314,4462,7257,2271,4986,46968,12964,3059,9075,157839,95711,14846,131024,130581,65902,62337,175,2167,443,912699,19377608,,
1993:Q4,pct99to100,4730744,951038,699502,251536,3779705,289860,126844,530188,402536,127652,170019,141402,28616,1235893,52776,21329,174286,146578,1009823,22111,252893,251326,181700,13015,792,55819,1566,4477851,971959,,
1993:Q4,pct80to99,12663869,4114975,3283097,831879,8548893,1073890,197679,572639,429260,143379,188843,144130,44713,1741584,212309,299504,638823,2174887,1335318,113417,1818789,1811534,1438357,277268,1605,94305,7254,10845080,18467170,,
1993:Q4,pct60to80,5385252,2191944,1669349,522595,3193308,520578,41906,134398,104985,29413,41293,26285,15009,415731,107046,128018,186621,1171507,380183,66028,1018176,1014573,759361,232875,517,21819,3603,4367076,19424375,,
1993:Q4,pct40to60,3551792,1449836,1098714,351121,2101956,454300,29785,63098,41158,21940,69638,44262,25376,234423,64674,57822,66677,764214,253144,44180,576812,574590,374595,186576,769,12650,2222,2974980,19432454,,
1993:Q4,pct20to40,2242480,1043260,810954,232306,1199220,322955,22109,47943,36339,11604,8639,2187,6451,133416,44011,15965,31793,437464,104822,30103,304803,303314,177580,113145,506,12082,1489,1937677,19431720,,
1993:Q4,pct00to20,1073546,557937,445126,112811,515609,134532,6959,9351,4414,4937,7155,2251,4904,48774,13509,3231,10799,160434,105847,15019,134039,133584,68083,63288,181,2031,456,939506,19428400,,
1994:Q1,pct99to100,4751368,965084,700428,264656,3786284,295241,128799,582383,443596,138788,177344,148980,28363,1156331,56097,21629,175285,143353,1027200,22623,252483,250809,182218,11304,1113,56175,1674,4498885,974491,,
1994:Q1,pct80to99,12720714,4174561,3342252,832309,8546153,1054635,204655,594710,446777,147933,188009,143994,44016,1665101,211234,304113,638674,2211179,1359874,113968,1828342,1821143,1446423,279158,2204,93359,7199,10892372,18514816,,
1994:Q1,pct60to80,5432974,2218987,1690790,528198,3213987,517305,43286,145718,115850,29869,43099,27205,15893,408307,110408,128500,185308,1182246,382771,67039,1029424,1025734,772557,230008,770,22398,3690,4403551,19476072,,
1994:Q1,pct40to60,3552885,1438151,1090638,347513,2114735,446620,30232,70506,45898,24608,66602,42996,23606,230644,64435,59627,69630,781150,250650,44638,579070,576869,377084,186251,1121,12413,2201,2973816,19482897,,
1994:Q1,pct20to40,2269081,1046544,810119,236426,1222537,323359,24194,52066,39844,12223,8295,1925,6370,134834,44665,15497,34826,444750,109480,30571,308895,307399,182560,110614,655,13569,1496,1960186,19482456,,
1994:Q1,pct00to20,1102427,565200,448143,117057,537227,135136,7619,15111,10246,4865,7088,2242,4846,47674,13885,3395,12529,163078,116420,15291,138615,138146,69112,66542,264,2229,469,963812,19479667,,
1994:Q2,pct99to100,4791994,978693,708823,269869,3813301,296178,124528,625149,474339,150810,180538,152438,28100,1114439,59607,21830,179144,139949,1048860,23081,256690,254903,184978,11886,1491,56548,1788,4535303,977058,,
1994:Q2,pct80to99,12795730,4229138,3386746,842392,8566592,1025990,201317,611155,456400,154755,184109,140806,43303,1626878,210513,305673,651894,2246107,1388713,114243,1854483,1847337,1458489,292947,2890,93010,7147,10941247,18563014,,
1994:Q2,pct60to80,5494140,2256489,1719005,537484,3237651,511944,43354,153421,122511,30910,43803,27028,16775,407948,113878,127571,189658,1192211,385993,67869,1054661,1050883,787763,239035,1091,22993,3778,4439479,19528357,,
1994:Q2,pct40to60,3572485,1443826,1093274,350552,2128659,436770,29874,77506,49511,27995,63808,42027,21781,229170,64261,60713,74717,797908,249011,44923,591452,589272,383225,192299,1560,12188,2180,2981033,19533979,,
1994:Q2,pct20to40,2310876,1064976,825436,239541,1245899,322872,25536,56029,42988,13041,8346,2087,6259,137384,45327,14887,38334,452043,114219,30920,320864,319362,188793,114710,807,15053,1502,1990012,19533826,,
1994:Q2,pct00to20,1135187,576955,457179,119776,558232,135741,8249,19651,14820,4831,6775,2007,4768,47295,14299,3530,14162,165689,127339,15501,142818,142336,71869,67703,368,2396,483,992368,19531462,,
1994:Q3,pct99to100,4886615,985971,716806,269165,3900644,309010,125251,649552,487789,161763,184650,156814,27835,1136142,65696,22161,184750,136701,1063059,23673,260669,258771,187520,12766,1614,56872,1898,4625946,979664,,
1994:Q3,pct80to99,12936951,4254704,3396449,858255,8682247,1021286,206351,610626,457246,153380,181551,138966,42585,1654151,215164,311197,673187,2283291,1410288,115154,1881068,1873978,1471468,309043,3029,90438,7090,11055883,18611845,,
1994:Q3,pct60to80,5578746,2300536,1751870,548666,3278209,512011,44497,151986,122275,29711,44877,27210,17666,420026,118711,128494,197379,1203276,387825,69126,1082832,1078966,803823,250350,1237,23555,3867,4495914,19581273,,
1994:Q3,pct40to60,3618120,1466878,1109008,357870,2151241,432370,30165,80869,51146,29723,61043,41108,19934,231873,65057,62720,81063,815167,245308,45607,604461,602303,389332,199332,1730,11908,2159,3013659,19585782,,
1994:Q3,pct20to40,2367020,1092849,851277,241572,1274170,324807,27523,58740,45498,13241,8252,2108,6144,142107,46073,14471,42128,459441,119081,31547,333634,332126,194972,119760,779,16615,1508,2033385,19585895,,
1994:Q3,pct00to20,1167587,589215,468230,120985,578372,136400,8919,20989,16435,4554,6554,1867,4688,48184,15237,3701,15741,168380,138410,15858,146711,146215,74430,68702,401,2682,496,1020876,19583841,,
1994:Q4,pct99to100,4963500,994939,722939,272000,3968561,320660,129288,708903,533002,175901,189081,161542,27539,1111608,68949,22303,183724,133056,1076795,24193,266813,264802,190406,14895,2041,57460,2011,4696687,982311,,
1994:Q4,pct80to99,13002199,4267506,3399670,867836,8734693,1013763,217028,637976,469786,168190,179709,137881,41828,1633687,213821,310984,663717,2316791,1431513,115704,1924568,1917534,1483294,331690,3753,98797,7034,11077631,18661389,,
1994:Q4,pct60to80,5641566,2334926,1777929,556997,3306640,511461,46361,166858,133967,32891,46085,27563,18522,422935,122067,126767,192120,1212356,389483,70147,1116737,1112781,818692,268131,1648,24310,3956,4524828,19634865,,
1994:Q4,pct40to60,3654973,1485537,1124263,361274,2169436,427286,30878,91945,56502,35443,58240,40273,17967,231508,64772,63377,82272,831821,241271,46066,621464,619327,395514,209655,2270,11887,2137,3033509,19638389,,
1994:Q4,pct20to40,2408355,1106539,862919,243619,1301816,326498,29968,64153,49419,14734,8007,2067,5940,145187,46736,13788,44615,466791,124055,32019,349866,348351,201256,128339,893,17863,1515,2058489,19638731,,
1994:Q4,pct00to20,1200156,596487,474078,122409,603669,137065,9623,28807,24133,4674,6323,1774,4549,48142,15594,3817,17429,170967,149768,16133,149170,148660,77280,68458,530,2393,510,1050986,19636859,,
1995:Q1,pct99to100,5099914,1002360,724908,277452,4097554,338727,133097,702304,514257,188047,194727,167444,27283,1200014,73798,22698,191707,130148,1085401,24934,267027,264885,191284,13585,2299,57717,2142,4832887,985002,,
